,Mean,Std
Acc,0.7233557505984268,1.1292025708167404e-16
b_Acc,0.6719170731104465,0.0
Prec,0.6512389032768591,0.0
Rec,0.6719170731104465,0.0
F1,0.6522868792574931,2.2584051416334807e-16
kap,0.6983947074532383,3.387607712450221e-16
time,1.854269766807556,0.24628217401285923
