,Mean,Std
Acc,0.7672227077554434,2.2584051416334807e-16
b_Acc,0.7275507526153647,0.0
Prec,0.708123813779331,1.1292025708167404e-16
Rec,0.7275507526153647,0.0
F1,0.7123818634824938,3.387607712450221e-16
kap,0.746037460378101,1.1292025708167404e-16
time,2.010591212908427,0.13126877888707114
