,Mean,Std
Acc,0.7957965947096384,2.2584051416334807e-16
b_Acc,0.7489584552885399,3.387607712450221e-16
Prec,0.748354512300772,1.1292025708167404e-16
Rec,0.7489584552885399,3.387607712450221e-16
F1,0.7458243913839306,0.0
kap,0.7771627085862994,0.0
time,1.9158745368321737,0.23838374540545165
