,Mean,Std
Acc,0.7934691705314377,0.0
b_Acc,0.7467175382031986,2.2584051416334807e-16
Prec,0.7367259426374605,2.2584051416334807e-16
Rec,0.7467175382031986,2.2584051416334807e-16
F1,0.7349409849409165,0.0
kap,0.7746397735294664,3.387607712450221e-16
time,2.0143871307373047,0.1456295584401203
