Iteration,Acc,b_Acc,Prec,Rec,F1,kap,time
1,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,1.7213094234466553
2,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,1.8635289669036865
3,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,1.9149882793426514
4,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.493800640106201
5,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.239698648452759
6,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4608898162841797
7,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.6178314685821533
8,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.350454092025757
9,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4606730937957764
10,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.5257389545440674
11,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.577340602874756
12,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.5194640159606934
13,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.332524299621582
14,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.511167526245117
15,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.554927110671997
16,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.616389751434326
17,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.3858723640441895
18,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.246746063232422
19,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4074392318725586
20,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.384138822555542
21,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.5102016925811768
22,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.280735969543457
23,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.3852360248565674
24,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4934794902801514
25,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.458732843399048
26,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4327309131622314
27,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.239227294921875
28,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.313173532485962
29,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.409179925918579
30,0.7349722623299643,0.6905908749918147,0.6629070841029518,0.6905908749918147,0.6590591941778653,0.7110357798032605,2.4068500995635986
