,Mean,Std
Acc,0.7923302040971455,2.2584051416334807e-16
b_Acc,0.7473722334011014,0.0
Prec,0.7411119515216193,3.387607712450221e-16
Rec,0.7473722334011014,0.0
F1,0.738901976988746,0.0
kap,0.7733825336877543,2.2584051416334807e-16
time,2.050659735997518,0.22182362789455826
