,Mean,Std
Acc,0.8132081210554328,2.2584051416334807e-16
b_Acc,0.7607989562450175,2.2584051416334807e-16
Prec,0.7527420755444362,0.0
Rec,0.7607989562450175,2.2584051416334807e-16
F1,0.7516107021612287,3.387607712450221e-16
kap,0.7961410392806498,3.387607712450221e-16
time,2.2610068321228027,0.5800446438994414
