,Mean,Std
Acc,0.7677078583371331,2.2584051416334807e-16
b_Acc,0.7375074951391221,3.387607712450221e-16
Prec,0.7153367423223015,2.2584051416334807e-16
Rec,0.7375074951391221,3.387607712450221e-16
F1,0.7197414189150221,3.387607712450221e-16
kap,0.7465712634212655,1.1292025708167404e-16
time,1.9782413800557455,0.11324562947392725
