,Mean,Std
Acc,0.7993766154781814,1.1292025708167404e-16
b_Acc,0.7520697766415719,2.2584051416334807e-16
Prec,0.7548990169261364,3.387607712450221e-16
Rec,0.7520697766415719,2.2584051416334807e-16
F1,0.7498872961209267,3.387607712450221e-16
kap,0.7810299403408024,3.387607712450221e-16
time,2.0636831442515056,0.229671549856808
