,Mean,Std
Acc,0.7641469995819559,2.2584051416334807e-16
b_Acc,0.723622173379449,2.2584051416334807e-16
Prec,0.7119181545162463,3.387607712450221e-16
Rec,0.723622173379449,2.2584051416334807e-16
F1,0.7130137917490559,0.0
kap,0.7426673395324485,2.2584051416334807e-16
time,1.8270352999369304,0.11083192327902212
