,Mean,Std
Acc,0.7859775793273798,0.0
b_Acc,0.7461071855497744,2.2584051416334807e-16
Prec,0.7329089987594402,3.387607712450221e-16
Rec,0.7461071855497744,2.2584051416334807e-16
F1,0.7342907553344407,2.2584051416334807e-16
kap,0.7664766504303377,0.0
time,2.3932047923405966,0.0953684037136753
