,Mean,Std
Acc,0.7889775750665147,0.0
b_Acc,0.7532395100462002,1.1292025708167404e-16
Prec,0.7564234546979598,2.2584051416334807e-16
Rec,0.7532395100462002,1.1292025708167404e-16
F1,0.7521966919541474,1.1292025708167404e-16
kap,0.7697267920895647,2.2584051416334807e-16
time,1.8855342149734498,0.14565391975139222
