,Mean,Std
Acc,0.8080900243309005,2.2584051416334807e-16
b_Acc,0.7626855698874523,0.0
Prec,0.7656565578867726,3.387607712450221e-16
Rec,0.7626855698874523,0.0
F1,0.7591322684831864,2.2584051416334807e-16
kap,0.7905174244979496,2.2584051416334807e-16
time,1.9201430638631185,0.12513606388884463
