Iteration,Acc,b_Acc,Prec,Rec,F1,kap,time
1,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.572064161300659
2,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.5011343955993652
3,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4891655445098877
4,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.521517038345337
5,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4179189205169678
6,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.446294069290161
7,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.3668670654296875
8,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.3163492679595947
9,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.2834014892578125
10,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.214906930923462
11,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.425325632095337
12,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.412935972213745
13,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.452704668045044
14,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.403620958328247
15,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4749720096588135
16,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4711806774139404
17,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4915380477905273
18,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.2224109172821045
19,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.31364369392395
20,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.4250893592834473
21,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.2953479290008545
22,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.317582368850708
23,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.356106996536255
24,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.3137948513031006
25,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.3779773712158203
26,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.3324015140533447
27,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.2898426055908203
28,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.483337879180908
29,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.2796056270599365
30,0.7859775793273798,0.7461071855497742,0.7329089987594398,0.7461071855497742,0.7342907553344404,0.7664766504303377,2.5271058082580566
