,Mean,Std
Acc,0.7349722623299644,1.1292025708167404e-16
b_Acc,0.6905908749918149,2.2584051416334807e-16
Prec,0.6629070841029516,2.2584051416334807e-16
Rec,0.6905908749918149,2.2584051416334807e-16
F1,0.6590591941778651,2.2584051416334807e-16
kap,0.7110357798032606,1.1292025708167404e-16
time,2.3704823652903237,0.21139401265965063
