,Mean,Std
Acc,0.8058544003041246,1.1292025708167404e-16
b_Acc,0.7609031580784597,0.0
Prec,0.7601765798775939,1.1292025708167404e-16
Rec,0.7609031580784597,0.0
F1,0.7550853728225052,3.387607712450221e-16
kap,0.7881486928029979,2.2584051416334807e-16
time,3.9341280619303385,0.14361037935044563
