,Mean,Std
Acc,0.7998403588125738,1.1292025708167404e-16
b_Acc,0.7502738366440566,3.387607712450221e-16
Prec,0.749574956651366,2.2584051416334807e-16
Rec,0.7502738366440566,3.387607712450221e-16
F1,0.7457055354181964,1.1292025708167404e-16
kap,0.7815116424106237,2.2584051416334807e-16
time,3.6801520665486653,0.21444812347042744
