Iteration,Acc,b_Acc,Prec,Rec,F1,kap,time
1,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.661844730377197
2,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.221792936325073
3,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.287742376327515
4,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.9555611610412598
5,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.958585262298584
6,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.7870423793792725
7,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,1.995713233947754
8,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,2.3537328243255615
9,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.58837628364563
10,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.9185967445373535
11,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.6402111053466797
12,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.5881235599517822
13,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.034039497375488
14,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.1445770263671875
15,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.008347272872925
16,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.907914161682129
17,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.8067843914031982
18,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.8599629402160645
19,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.527952432632446
20,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.251061916351318
21,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.407979488372803
22,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.0614588260650635
23,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.9800357818603516
24,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,3.8840787410736084
25,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.235151529312134
26,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.167109966278076
27,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.18779182434082
28,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.700734853744507
29,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.6432788372039795
30,0.7793127069300149,0.7427952325868951,0.7343074273560506,0.7427952325868951,0.7355042728394893,0.7593927727527567,4.079652547836304
