Iteration,Acc,b_Acc,Prec,Rec,F1,kap,time
1,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.5391321182250977
2,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.49248576164245605
3,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.46552181243896484
4,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.48387813568115234
5,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.49773645401000977
6,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.503697395324707
7,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.4961371421813965
8,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.5245442390441895
9,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.757145643234253
10,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.2204277515411377
11,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.4936685562133789
12,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.48169970512390137
13,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.533414363861084
14,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,0.8573253154754639
15,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.7856831550598145
16,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.7341246604919434
17,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.795910358428955
18,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.6308658123016357
19,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.7202599048614502
20,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.5705673694610596
21,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.6741490364074707
22,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,2.1266775131225586
23,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.725010633468628
24,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.681915283203125
25,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.6784172058105469
26,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.8237321376800537
27,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.771094799041748
28,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.741537094116211
29,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.6580398082733154
30,0.7984776403425309,0.7630808466936716,0.7582542702346614,0.7630808466936716,0.7569787749782139,0.7802700129223878,1.7238514423370361
